SK_ID_CURR,TARGET
100001,0.004699446087610535
100005,0.021091403557988685
100013,0.00793644446859317
100028,0.004413786392159351
100038,0.02756234148883674
100042,0.005013205041880569
100057,0.0010350396723986064
100065,0.005398028069163179
100066,0.0019611658818792267
100067,0.010194936284859835
100074,0.008804178504294971
100090,0.005245924538870987
100091,0.03798252311473162
100092,0.00971877678953957
100106,0.016238419070439596
100107,0.047152035573467886
100109,0.004636278152254579
100117,0.003284961199708422
100128,0.01900124660826148
100141,0.006931154386993638
100150,0.005531022919793975
100168,0.0011619602571133149
100169,0.006393061092602971
100170,0.04021372203248623
100171,0.017427114054750063
100172,0.025458628092021346
100184,0.02459286804157643
100187,0.013613961129470189
100212,0.0033635052294512073
100222,0.008416265032044288
100223,0.005646960275263535
100232,0.001122247881531507
100241,0.03553607916454344
100245,0.0038523344873877567
100253,0.0051103208517855984
100256,0.009844047884957663
100271,0.0016000441803742573
100278,0.08528029215409452
100280,0.0014839985396719844
100306,0.043017863606750285
100311,0.01009458740787836
100312,0.002928764319772959
100330,0.033835129505329846
100331,0.004544196054796304
100352,0.02577129533171731
100358,0.01713644508265043
100367,0.0024223534023966858
100382,0.0142176024808119
100384,0.0428193220317485
100385,0.0109205414655577
100386,0.004439059812351094
100399,0.009160694987188824
100404,0.005583573568896283
100416,0.0028489078377156286
100422,0.002626028196711697
100426,0.003598246812952324
100438,0.005468671900004643
100444,0.02855042352728503
100445,0.015228855463394128
100446,0.009026374087325347
100447,0.003893532189763773
100450,0.03316571163121538
100466,0.001953483578806535
100483,0.0016169070754910313
100484,0.0038904107244098402
100494,0.009810283341793158
100510,0.02008514575038349
100512,0.0018191104299959515
100517,0.005066787268863988
100548,0.004784800023733194
100551,0.015983092975482623
100552,0.008808258843457501
100553,0.002149694409614367
100561,0.024149290998489843
100568,0.07293311862302962
100569,0.00258018599290757
100591,0.03386500241396277
100592,0.003624051002974413
100602,0.003902229271172123
100607,0.009936345531878579
100613,0.01402727909071454
100617,0.011500323550688503
100618,0.010678180763946183
100622,0.011649523615753214
100625,0.013440760784354074
100677,0.02325871843204022
100699,0.003899899915956513
100702,0.0599107411433281
100711,0.0055537594990451526
100729,0.021708585349449534
100740,0.043798069312074514
100744,0.02383595039216541
100745,0.007811566417114864
100747,0.01843136579686608
100751,0.08798773877117175
100752,0.0037353401128159187
100753,0.04075521371006112
100754,0.056093589969050485
100760,0.00834888971344236
100762,0.016119434197854388
100763,0.004838799541910118
100765,0.0022928544993891424
100770,0.02220132429437269
100772,0.006977645218710834
100777,0.004259580212474034
100791,0.0027524525963062464
100792,0.001404371872841864
100797,0.007095499983104112
100823,0.006994616655353241
100826,0.004842398189003289
100830,0.0041718745004013635
100836,0.027817452770990386
100872,0.016271778297272894
100910,0.00727267436219102
100913,0.015352295798914778
100918,0.0027041203156552055
100931,0.0011262935877591731
100952,0.006352000785608561
100953,0.003025385766448322
100965,0.034776454985568236
100970,0.005875312963345281
100982,0.028256292531825496
100983,0.05183956335535124
100984,0.0075101904301609086
100987,0.0070665551182868035
100997,0.010634070805290868
100998,0.07006530157317199
101002,0.00551513523330829
101005,0.027328350376129063
101008,0.09177830171452087
101020,0.009069611874779848
101021,0.018419163516495814
101024,0.0045229455416421925
101025,0.04299272955768599
101026,0.0034318446026565612
101031,0.0017129346185513112
101041,0.0030225597434009404
101051,0.0006457294292897574
101055,0.012707769327725164
101056,0.04013270778814011
101057,0.004286327096559073
101064,0.0021936365701801363
101079,0.009115612565150857
101087,0.002226402791837596
101090,0.004148907868272887
101092,0.021376317584609245
101097,0.02628850874020251
101099,0.004931405250916452
101107,0.03480748529896448
101118,0.004620717663311075
101125,0.020034821067825108
101126,0.0013870938484652922
101128,0.0018322753465482484
101136,0.00798097971132895
101140,0.03098850321853503
101149,0.01164632829135539
101160,0.03391165924059621
101169,0.036929868770110445
101181,0.006481866568275164
101186,0.0018144535180874672
101190,0.0032614838860755453
101193,0.017652086958585833
101194,0.026564177726581976
101198,0.045864951195088
101200,0.0015078539910966737
101204,0.002496517431743451
101211,0.01340946562076655
101213,0.004675596564040424
101223,0.005026714192210938
101225,0.014960417166486144
101237,0.01737080740454336
101243,0.010941233871804665
101244,0.017606525518849277
101258,0.0035757483871220104
101259,0.03731872754151033
101268,0.021694558379418864
101269,0.0048531390323360265
101271,0.003283479031733548
101279,0.005707810415284467
101281,0.05228128705463573
101287,0.005729651377690103
101292,0.004927738316410485
101294,0.006055146952618233
101296,0.027336885157846852
101297,0.002946794049918254
101299,0.002605358458645514
101301,0.005210545504535988
101305,0.01741387444632021
101308,0.057754885678050906
101318,0.0012245291882324455
101327,0.03596844126320946
101329,0.0016347726464147714
101332,0.010064547198511766
101337,0.004526059556324048
101343,0.005395700556753297
101345,0.0036501847292419827
101346,0.0020486648050656807
101353,0.0027850735063211325
101354,0.028798493250881258
101355,0.04532605131425591
101356,0.0033851398330764274
101362,0.0116412757058544
101363,0.0925163367039041
101365,0.003528379931491963
101366,0.010032141742239518
101367,0.04979228589605444
101368,0.0012403588702700665
101374,0.032579463294794976
101380,0.002338009719682812
101383,0.00739152996379797
101398,0.0026448264544164423
101399,0.04091131828951531
101401,0.04407506990611133
101412,0.0102537987278009
101426,0.01575270659749852
101427,0.07423231805836436
101428,0.03886404360631961
