SK_ID_CURR,TARGET
100001,0.053983838644958586
100005,0.12317054913793217
100013,0.069517096612029
100028,0.053983838644958586
100038,0.1424272086669453
100042,0.05764569968942147
100057,0.04768138994402085
100065,0.05764569968942147
100066,0.04768138994402085
100067,0.069517096612029
100074,0.069517096612029
100090,0.05764569968942147
100091,0.17458636041187467
100092,0.07448515895491505
100106,0.11234087740225467
100107,0.2848236910043712
100109,0.053983838644958586
100117,0.0527151060830638
100128,0.11234087740225467
100141,0.05764569968942147
100150,0.05764569968942147
100168,0.04768138994402085
100169,0.061483966759719906
100170,0.21203539626748472
100171,0.10724105999923121
100172,0.11283734047188498
100184,0.11283734047188498
100187,0.10399745424842138
100212,0.053983838644958586
100222,0.069517096612029
100223,0.05764569968942147
100232,0.04768138994402085
100241,0.22753432219785166
100245,0.053983838644958586
100253,0.05764569968942147
100256,0.07448515895491505
100271,0.04768138994402085
100278,0.381966722078193
100280,0.04768138994402085
100306,0.21203539626748472
100311,0.07448515895491505
100312,0.0527151060830638
100330,0.21203539626748472
100331,0.053983838644958586
100352,0.14501485165918068
100358,0.10053679927759109
100367,0.04768138994402085
100382,0.07519730660174194
100384,0.21203539626748472
100385,0.07448515895491505
100386,0.053983838644958586
100399,0.069517096612029
100404,0.05764569968942147
100416,0.0527151060830638
100422,0.05042696785581754
100426,0.0527151060830638
100438,0.053983838644958586
100444,0.11283734047188498
100445,0.08180432113117028
100446,0.07448515895491505
100447,0.053983838644958586
100450,0.16446913045419284
100466,0.04768138994402085
100483,0.04768138994402085
100484,0.05042696785581754
100494,0.069517096612029
100510,0.11234087740225467
100512,0.04768138994402085
100517,0.053983838644958586
100548,0.05764569968942147
100551,0.10053679927759109
100552,0.069517096612029
100553,0.04768138994402085
100561,0.14749845436854203
100568,0.36776460111958215
100569,0.05042696785581754
100591,0.21203539626748472
100592,0.0527151060830638
100602,0.053983838644958586
100607,0.07448515895491505
100613,0.09256936623805488
100617,0.07448515895491505
100618,0.07448515895491505
100622,0.07790926945034017
100625,0.08180432113117028
100677,0.14501485165918068
100699,0.053983838644958586
100702,0.3236545184921019
100711,0.05764569968942147
100729,0.1305189042181086
100740,0.21411258879112338
100744,0.14749845436854203
100745,0.06472642833630511
100747,0.11234087740225467
100751,0.4646182987819465
100752,0.053983838644958586
100753,0.20632225740655474
100754,0.33766545598520115
100760,0.069517096612029
100762,0.11234087740225467
100763,0.05764569968942147
100765,0.04768138994402085
100770,0.14501485165918068
100772,0.06472642833630511
100777,0.053983838644958586
100791,0.0527151060830638
100792,0.04768138994402085
100797,0.06472642833630511
100823,0.061483966759719906
100826,0.053983838644958586
100830,0.053983838644958586
100836,0.1424272086669453
100872,0.09068221051313147
100910,0.069517096612029
100913,0.07519730660174194
100918,0.0527151060830638
100931,0.04768138994402085
100952,0.061483966759719906
100953,0.05042696785581754
100965,0.16953711296833443
100970,0.061483966759719906
100982,0.1532452151867318
100983,0.2523497109523787
100984,0.06472642833630511
100987,0.069517096612029
100997,0.07448515895491505
100998,0.37711484229604425
101002,0.05764569968942147
101005,0.17057795769575776
101008,0.4646182987819465
101020,0.069517096612029
101021,0.10053679927759109
